county,republican,democrat,state,year
Concho,"1,058",197,Texas,2020
Cooke,"15,596","3,210",Texas,2020
Coryell,"15,438","7,565",Texas,2020
Cottle,540,113,Texas,2020
Crane,"1,247",241,Texas,2020
Crockett,"1,220",344,Texas,2020
Crosby,"1,396",527,Texas,2020
Culberson,415,438,Texas,2020
Dallam,"1,389",197,Texas,2020
Dallas,"307,076","598,576",Texas,2020
Dawson,"2,951",808,Texas,2020
DeafSmith,"3,294","1,264",Texas,2020
Delta,"2,162",403,Texas,2020
Denton,"222,480","188,695",Texas,2020
DeWitt,"6,567","1,494",Texas,2020
Dickens,853,130,Texas,2020
Dimmit,"1,384","2,264",Texas,2020
Donley,"1,438",198,Texas,2020
Duval,"2,443","2,575",Texas,2020
Eastland,"7,237",983,Texas,2020
Ector,"32,697","11,367",Texas,2020
Edwards,893,168,Texas,2020
Ellis,"56,717","27,565",Texas,2020
ElPaso,"84,331","178,126",Texas,2020
Erath,"13,684","2,916",Texas,2020
Falls,"4,177","1,899",Texas,2020
Fannin,"12,171","2,655",Texas,2020
Fayette,"10,171","2,661",Texas,2020
Fisher,"1,448",352,Texas,2020
Floyd,"1,584",438,Texas,2020
Foard,445,99,Texas,2020
FortBend,"157,718","195,552",Texas,2020
Franklin,"4,161",804,Texas,2020
Freestone,"6,991","1,635",Texas,2020
Frio,"2,823","2,422",Texas,2020
Gaines,"5,355",576,Texas,2020
Galveston,"93,911","58,842",Texas,2020
Garza,"1,413",231,Texas,2020
Gillespie,"12,514","3,176",Texas,2020
Glasscock,611,39,Texas,2020
Goliad,"3,085",877,Texas,2020
Gonzales,"5,627","1,948",Texas,2020
Gray,"6,840",829,Texas,2020
Grayson,"44,163","14,506",Texas,2020
Gregg,"32,493","14,796",Texas,2020
Grimes,"9,432","2,833",Texas,2020
Guadalupe,"47,553","28,805",Texas,2020
Hale,"7,177","2,279",Texas,2020
Hall,995,168,Texas,2020
Hamilton,"3,616",641,Texas,2020
Hansford,"1,849",166,Texas,2020
Hardeman,"1,330",241,Texas,2020
Hardin,"23,858","3,474",Texas,2020
Harris,"700,630","918,193",Texas,2020
Harrison,"21,466","7,908",Texas,2020
Hartley,"1,868",195,Texas,2020
Haskell,"1,840",353,Texas,2020
Hays,"47,680","59,524",Texas,2020
Hemphill,"1,486",206,Texas,2020
Henderson,"28,911","7,060",Texas,2020
Hidalgo,"90,527","128,199",Texas,2020
Hill,"11,926","2,860",Texas,2020
Hockley,"6,536","1,482",Texas,2020
Hood,"26,496","5,648",Texas,2020
Hopkins,"12,719","3,046",Texas,2020
Houston,"7,060","2,314",Texas,2020
Howard,"8,054","2,069",Texas,2020
Hudspeth,779,371,Texas,2020
Hunt,"29,163","8,906",Texas,2020
Hutchinson,"7,681",965,Texas,2020
Irion,759,120,Texas,2020
Jack,"3,418",331,Texas,2020
Jackson,"5,231","1,033",Texas,2020
Jasper,"12,542","2,954",Texas,2020
JeffDavis,784,501,Texas,2020
Jefferson,"47,570","46,073",Texas,2020
JimHogg,833,"1,197",Texas,2020
JimWells,"7,453","6,119",Texas,2020
Johnson,"54,628","16,464",Texas,2020
Jones,"5,660",999,Texas,2020
Karnes,"3,968","1,234",Texas,2020
Kaufman,"37,624","18,405",Texas,2020
Kendall,"20,083","6,020",Texas,2020
Kenedy,127,65,Texas,2020
Kent,411,47,Texas,2020
Kerr,"20,879","6,524",Texas,2020
Kimble,"1,987",284,Texas,2020
King,151,8,Texas,2020
Kinney,"1,144",446,Texas,2020
Kleberg,"5,504","5,314",Texas,2020
Knox,"1,180",265,Texas,2020
Lamar,"16,760","4,458",Texas,2020
Lampasas,"8,086","2,144",Texas,2020
LaSalle,"1,335","1,052",Texas,2020
Lavaca,"8,804","1,333",Texas,2020
Lee,"6,255","1,750",Texas,2020
Leon,"7,523","1,072",Texas,2020
Liberty,"23,302","5,785",Texas,2020
Limestone,"6,789","2,213",Texas,2020
Lipscomb,"1,205",131,Texas,2020
LiveOak,"4,199",819,Texas,2020
Llano,"10,079","2,465",Texas,2020
Loving,60,4,Texas,2020
Lubbock,"78,861","40,017",Texas,2020
Lynn,"1,853",428,Texas,2020
Madison,"4,169","1,088",Texas,2020
Marion,"3,470","1,339",Texas,2020
Martin,"1,857",288,Texas,2020
Mason,"1,991",457,Texas,2020
Matagorda,"9,845","3,733",Texas,2020
Maverick,"6,881","8,332",Texas,2020
McCulloch,"2,904",490,Texas,2020
McLennan,"59,543","36,688",Texas,2020
McMullen,460,53,Texas,2020
Medina,"15,642","6,773",Texas,2020
Menard,823,197,Texas,2020
Midland,"45,624","12,329",Texas,2020
Milam,"7,984","2,496",Texas,2020
Mills,"2,217",271,Texas,2020
Mitchell,"2,170",397,Texas,2020
Montague,"8,615","1,097",Texas,2020
Montgomery,"193,382","74,377",Texas,2020
Moore,"4,359","1,062",Texas,2020
Morris,"3,872","1,669",Texas,2020
Motley,604,46,Texas,2020
Nacogdoches,"17,378","9,000",Texas,2020
Navarro,"13,800","5,101",Texas,2020
Newton,"4,882","1,173",Texas,2020
Nueces,"64,617","60,925",Texas,2020
Ochiltree,"2,812",302,Texas,2020
Oldham,917,81,Texas,2020
Orange,"29,186","6,357",Texas,2020
PaloPinto,"10,179","2,178",Texas,2020
Panola,"9,326","2,057",Texas,2020
Parker,"62,045","13,017",Texas,2020
Parmer,"2,135",488,Texas,2020
Pecos,"3,215","1,382",Texas,2020
Polk,"18,573","5,387",Texas,2020
Potter,"22,820","9,921",Texas,2020
Presidio,721,"1,463",Texas,2020
Rains,"5,155",842,Texas,2020
Randall,"50,796","12,802",Texas,2020
Reagan,942,172,Texas,2020
Real,"1,643",320,Texas,2020
RedRiver,"4,517","1,246",Texas,2020
Reeves,"2,254","1,395",Texas,2020
Refugio,"2,210","1,108",Texas,2020
Roberts,529,17,Texas,2020
Robertson,"5,646","2,374",Texas,2020
Rockwall,"36,726","16,412",Texas,2020
Runnels,"3,807",552,Texas,2020
Rusk,"16,534","4,629",Texas,2020
Sabine,"4,784",669,Texas,2020
SanAugustine,"3,007",980,Texas,2020
SanJacinto,"10,161","2,337",Texas,2020
SanPatricio,"16,516","8,988",Texas,2020
SanSaba,"2,308",287,Texas,2020
Schleicher,940,211,Texas,2020
Scurry,"4,983",818,Texas,2020
Shackelford,"1,484",130,Texas,2020
Shelby,"7,975","2,068",Texas,2020
Sherman,886,91,Texas,2020
Smith,"69,080","29,615",Texas,2020
Somervell,"4,105",768,Texas,2020
Starr,"8,247","9,123",Texas,2020
Stephens,"3,385",397,Texas,2020
Sterling,584,51,Texas,2020
Stonewall,615,116,Texas,2020
Sutton,"1,222",322,Texas,2020
Swisher,"1,845",478,Texas,2020
Tarrant,"409,741","411,567",Texas,2020
Taylor,"39,547","14,588",Texas,2020
Terrell,334,119,Texas,2020
Terry,"2,812",757,Texas,2020
Throckmorton,806,82,Texas,2020
Titus,"7,570","2,856",Texas,2020
TomGreen,"32,313","12,239",Texas,2020
Travis,"161,337","435,860",Texas,2020
Trinity,"5,579","1,323",Texas,2020
Tyler,"8,194","1,403",Texas,2020
Upshur,"15,809","2,877",Texas,2020
Upton,"1,178",170,Texas,2020
Uvalde,"6,174","4,073",Texas,2020
ValVerde,"8,284","6,771",Texas,2020
VanZandt,"22,270","3,516",Texas,2020
Victoria,"23,358","10,380",Texas,2020
Walker,"15,375","7,884",Texas,2020
Waller,"14,260","8,191",Texas,2020
Ward,"3,241",764,Texas,2020
Washington,"12,959","4,261",Texas,2020
Webb,"25,898","41,820",Texas,2020
Wharton,"11,926","4,694",Texas,2020
Wheeler,"2,159",168,Texas,2020
Wichita,"32,069","13,161",Texas,2020
Wilbarger,"3,524",956,Texas,2020
Willacy,"2,441","3,108",Texas,2020
Williamson,"139,729","143,795",Texas,2020
Wilson,"18,463","6,350",Texas,2020
Winkler,"1,753",358,Texas,2020
Wise,"27,032","4,973",Texas,2020
Wood,"19,049","3,509",Texas,2020
Yoakum,"2,174",420,Texas,2020
Young,"7,110","1,034",Texas,2020
Zapata,"2,033","1,826",Texas,2020
Zavala,"1,490","2,864",Texas,2020
Lamb,"3,521",840,Texas,2020
Nolan,"4,131","1,162",Texas,2020
Beaver,"2,695",357,Utah,2020
BoxElder,"21,548","4,473",Utah,2020
Cache,"38,032","16,650",Utah,2020
Carbon,"6,693","2,392",Utah,2020
Daggett,496,111,Utah,2020
Davis,"104,135","57,411",Utah,2020
Duchesne,"7,513",843,Utah,2020
Emery,"4,207",572,Utah,2020
Garfield,"2,158",514,Utah,2020
Grand,"2,248","2,806",Utah,2020
Iron,"18,989","4,892",Utah,2020
Juab,"5,087",645,Utah,2020
Kane,"2,998","1,083",Utah,2020
Millard,"5,404",624,Utah,2020
Morgan,"5,181","1,086",Utah,2020
Piute,773,86,Utah,2020
Rich,"1,157",180,Utah,2020
SaltLake,"230,174","289,906",Utah,2020
SanJuan,"3,535","3,113",Utah,2020
Sanpete,"10,459","1,794",Utah,2020
Sevier,"9,052","1,084",Utah,2020
Summit,"10,252","15,244",Utah,2020
Tooele,"21,014","8,943",Utah,2020
Uintah,"13,261","1,663",Utah,2020
Utah,"192,812","76,033",Utah,2020
Wasatch,"10,795","6,187",Utah,2020
Washington,"67,294","20,530",Utah,2020
Wayne,"1,229",365,Utah,2020
Weber,"65,949","40,695",Utah,2020
Addison,"14,967","6,292",Vermont,2020
Orleans,"7,147","6,512",Vermont,2020
GrandIsle,"2,905","1,810",Vermont,2020
Windsor,"23,376","9,971",Vermont,2020
Bennington,"12,705","7,114",Vermont,2020
Windham,"18,767","6,440",Vermont,2020
Franklin,"13,611","11,274",Vermont,2020
Caledonia,"9,011","6,551",Vermont,2020
Washington,"25,191","8,928",Vermont,2020
Lamoille,"10,240","4,163",Vermont,2020
Rutland,"18,230","14,672",Vermont,2020
Essex,"1,405","1,773",Vermont,2020
Chittenden,"74,961","21,017",Vermont,2020
Orange,"10,304","6,187",Vermont,2020
Accomack,"7,578","9,172",Virginia,2020
Albemarle,"42,466","20,804",Virginia,2020
Alleghany,"2,243","5,859",Virginia,2020
Amelia,"2,411","5,390",Virginia,2020
Amherst,"5,672","11,041",Virginia,2020
Appomattox,"2,418","6,702",Virginia,2020
Arlington,"105,344","22,318",Virginia,2020
Augusta,"10,840","30,714",Virginia,2020
Bath,646,"1,834",Virginia,2020
Bedford,"12,176","35,600",Virginia,2020
Bland,532,"2,903",Virginia,2020
Botetourt,"5,700","15,099",Virginia,2020
Brunswick,"4,552","3,357",Virginia,2020
Buchanan,"1,587","8,311",Virginia,2020
Buckingham,"3,471","4,544",Virginia,2020
Campbell,"8,070","21,245",Virginia,2020
Caroline,"7,657","8,336",Virginia,2020
Carroll,"2,842","12,659",Virginia,2020
CharlesCity,"2,624","1,761",Virginia,2020
Charlotte,"2,317","3,815",Virginia,2020
Clarke,"3,920","5,192",Virginia,2020
Craig,587,"2,536",Virginia,2020
Culpeper,"10,617","16,012",Virginia,2020
Cumberland,"2,227","3,019",Virginia,2020
Dickenson,"1,503","5,748",Virginia,2020
Dinwiddie,"6,224","8,695",Virginia,2020
Essex,"3,038","3,075",Virginia,2020
Fauquier,"17,565","25,106",Virginia,2020
Floyd,"3,004","6,225",Virginia,2020
Fluvanna,"7,414","8,155",Virginia,2020
Franklin,"8,381","20,895",Virginia,2020
Frederick,"17,207","30,558",Virginia,2020
Giles,"2,156","6,876",Virginia,2020
Gloucester,"6,964","14,875",Virginia,2020
Goochland,"6,685","9,966",Virginia,2020
Grayson,"1,535","6,529",Virginia,2020
Greene,"4,163","6,866",Virginia,2020
Greensville,"2,627","1,914",Virginia,2020
Halifax,"7,666","10,418",Virginia,2020
Hanover,"25,307","44,318",Virginia,2020
Henrico,"116,572","63,440",Virginia,2020
Henry,"9,127","16,725",Virginia,2020
Highland,417,"1,092",Virginia,2020
IsleofWight,"9,399","13,707",Virginia,2020
JamesCity,"25,553","23,153",Virginia,2020
KingandQueen,"1,590","2,450",Virginia,2020
KingGeorge,"5,404","8,446",Virginia,2020
KingWilliam,"3,260","7,320",Virginia,2020
Lancaster,"3,368","3,697",Virginia,2020
Lee,"1,489","8,365",Virginia,2020
Loudoun,"138,372","82,088",Virginia,2020
Louisa,"8,269","13,294",Virginia,2020
Lunenburg,"2,418","3,537",Virginia,2020
Madison,"2,698","5,300",Virginia,2020
Mathews,"1,825","3,901",Virginia,2020
Mecklenburg,"6,803","9,266",Virginia,2020
Middlesex,"2,491","4,196",Virginia,2020
Montgomery,"23,218","20,629",Virginia,2020
Nelson,"4,327","4,812",Virginia,2020
NewKent,"4,621","9,631",Virginia,2020
Northampton,"3,667","2,955",Virginia,2020
Northumberland,"3,252","4,485",Virginia,2020
Nottoway,"2,971","4,027",Virginia,2020
Orange,"7,995","12,426",Virginia,2020
Page,"3,007","9,345",Virginia,2020
Patrick,"1,954","7,485",Virginia,2020
Pittsylvania,"10,115","23,751",Virginia,2020
Powhatan,"5,320","14,055",Virginia,2020
PrinceEdward,"4,973","4,434",Virginia,2020
PrinceGeorge,"7,103","10,103",Virginia,2020
Pulaski,"4,925","12,127",Virginia,2020
Rappahannock,"2,096","2,812",Virginia,2020
Richmond,"1,513","2,547",Virginia,2020
Roanoke,"21,801","34,268",Virginia,2020
Rockbridge,"4,086","8,088",Virginia,2020
Rockingham,"12,644","30,349",Virginia,2020
Russell,"2,373","10,879",Virginia,2020
Scott,"1,692","9,063",Virginia,2020
Shenandoah,"6,836","16,463",Virginia,2020
Smyth,"3,008","10,963",Virginia,2020
Southampton,"3,969","5,730",Virginia,2020
Spotsylvania,"34,307","39,411",Virginia,2020
Surry,"2,397","2,025",Virginia,2020
Sussex,"2,827","2,219",Virginia,2020
Tazewell,"3,205","16,731",Virginia,2020
Warren,"6,603","14,069",Virginia,2020
Washington,"6,617","21,679",Virginia,2020
Westmoreland,"4,501","5,318",Virginia,2020
Wise,"3,110","13,366",Virginia,2020
Wythe,"3,143","11,733",Virginia,2020
York,"17,683","20,241",Virginia,2020
Alexandriacity,"66,240","14,544",Virginia,2020
Bristolcity,"2,313","5,347",Virginia,2020
BuenaVistacity,825,"1,863",Virginia,2020
Charlottesvillecity,"20,696","3,094",Virginia,2020
Chesapeakecity,"66,377","58,180",Virginia,2020
ColonialHeightscity,"2,972","6,007",Virginia,2020
Covingtoncity,964,"1,580",Virginia,2020
Danvillecity,"11,710","7,428",Virginia,2020
Emporiacity,"1,612",754,Virginia,2020
Fairfaxcity,"9,174","4,007",Virginia,2020
FallsChurchcity,"7,146","1,490",Virginia,2020
Franklincity,"2,525","1,487",Virginia,2020
Fredericksburgcity,"8,517","4,037",Virginia,2020
Galaxcity,777,"1,838",Virginia,2020
Hamptoncity,"46,220","18,430",Virginia,2020
Harrisonburgcity,"11,022","5,591",Virginia,2020
Hopewellcity,"5,430","4,020",Virginia,2020
Lexingtoncity,"1,791",906,Virginia,2020
Manassascity,"10,356","6,256",Virginia,2020
ManassasParkcity,"3,992","1,979",Virginia,2020
Martinsvillecity,"3,766","2,165",Virginia,2020
NewportNewscity,"53,099","26,377",Virginia,2020
Norfolkcity,"64,440","23,443",Virginia,2020
Nortoncity,464,"1,109",Virginia,2020
Petersburgcity,"12,389","1,584",Virginia,2020
Poquosoncity,"2,054","5,605",Virginia,2020
Portsmouthcity,"30,948","12,755",Virginia,2020
Radfordcity,"3,358","2,786",Virginia,2020
Richmondcity,"92,175","16,603",Virginia,2020
Roanokecity,"26,773","15,607",Virginia,2020
Salemcity,"5,148","7,683",Virginia,2020
Stauntoncity,"6,981","5,695",Virginia,2020
Suffolkcity,"28,676","20,082",Virginia,2020
VirginiaBeachcity,"117,393","105,087",Virginia,2020
Waynesborocity,"4,961","5,507",Virginia,2020
Williamsburgcity,"4,790","1,963",Virginia,2020
Winchestercity,"6,610","5,221",Virginia,2020
Chesterfield,"106,935","93,326",Virginia,2020
Fairfax,"419,943","168,401",Virginia,2020
PrinceWilliam,"142,863","81,222",Virginia,2020
Stafford,"40,245","37,636",Virginia,2020
Lynchburgcity,"18,048","17,097",Virginia,2020
Adams,"1,814","3,907",Washington,2020
Asotin,"4,250","7,319",Washington,2020
Benton,"38,706","60,365",Washington,2020
Chelan,"19,349","22,746",Washington,2020
Clallam,"24,721","23,062",Washington,2020
Clark,"140,324","126,303",Washington,2020
Columbia,668,"1,754",Washington,2020
Cowlitz,"23,938","34,424",Washington,2020
Douglas,"7,811","12,955",Washington,2020
Ferry,"1,486","2,771",Washington,2020
Franklin,"13,340","18,039",Washington,2020
Garfield,366,"1,069",Washington,2020
Grant,"11,819","24,764",Washington,2020
GraysHarbor,"17,354","19,877",Washington,2020
Island,"29,213","22,746",Washington,2020
Jefferson,"17,204","6,931",Washington,2020
King,"907,310","269,167",Washington,2020
Kitsap,"90,277","61,563",Washington,2020
Kittitas,"11,421","14,105",Washington,2020
Klickitat,"5,959","7,237",Washington,2020
Lewis,"14,520","29,391",Washington,2020
Lincoln,"1,713","5,150",Washington,2020
Mason,"17,269","18,710",Washington,2020
Okanogan,"8,900","11,840",Washington,2020
Pacific,"6,794","6,953",Washington,2020
PendOreille,"2,593","5,728",Washington,2020
Pierce,"249,506","197,730",Washington,2020
SanJuan,"9,725","3,057",Washington,2020
Skagit,"38,252","32,762",Washington,2020
Skamania,"3,192","3,885",Washington,2020
Snohomish,"256,728","166,428",Washington,2020
Spokane,"135,765","148,576",Washington,2020
Stevens,"7,839","19,808",Washington,2020
Thurston,"96,608","65,277",Washington,2020
Wahkiakum,"1,165","1,741",Washington,2020
WallaWalla,"13,690","16,400",Washington,2020
Whatcom,"83,660","50,489",Washington,2020
Whitman,"11,184","9,067",Washington,2020
Yakima,"43,179","50,555",Washington,2020
Barbour,"5,116","1,457",West Virginia,2020
Berkeley,"33,279","17,186",West Virginia,2020
Boone,"6,816","2,041",West Virginia,2020
Braxton,"4,120","1,457",West Virginia,2020
Brooke,"7,545","2,947",West Virginia,2020
Cabell,"21,721","14,994",West Virginia,2020
Calhoun,"2,364",568,West Virginia,2020
Clay,"2,679",641,West Virginia,2020
Doddridge,"2,619",435,West Virginia,2020
Fayette,"11,580","5,063",West Virginia,2020
Gilmer,"2,012",599,West Virginia,2020
Grant,"4,871",607,West Virginia,2020
Greenbrier,"10,925","4,655",West Virginia,2020
Hampshire,"8,033","1,939",West Virginia,2020
Hancock,"9,806","3,790",West Virginia,2020
Hardy,"4,859","1,381",West Virginia,2020
Harrison,"20,683","9,215",West Virginia,2020
Jackson,"10,093","3,207",West Virginia,2020
Jefferson,"15,033","12,127",West Virginia,2020
Kanawha,"46,398","34,344",West Virginia,2020
Lewis,"5,782","1,538",West Virginia,2020
Lincoln,"6,012","1,711",West Virginia,2020
Logan,"10,534","2,333",West Virginia,2020
Marion,"16,300","8,901",West Virginia,2020
Marshall,"10,435","3,455",West Virginia,2020
Mason,"8,491","2,526",West Virginia,2020
McDowell,"5,148","1,333",West Virginia,2020
Mercer,"19,237","5,556",West Virginia,2020
Mineral,"10,040","2,660",West Virginia,2020
Mingo,"8,544","1,397",West Virginia,2020
Monongalia,"20,803","20,282",West Virginia,2020
Monroe,"5,068","1,345",West Virginia,2020
Morgan,"6,537","1,998",West Virginia,2020
Nicholas,"8,279","2,226",West Virginia,2020
Ohio,"12,354","7,223",West Virginia,2020
Pendleton,"2,782",820,West Virginia,2020
Pleasants,"2,742",699,West Virginia,2020
Pocahontas,"2,895","1,047",West Virginia,2020
Preston,"11,190","3,163",West Virginia,2020
Putnam,"20,034","7,878",West Virginia,2020
Raleigh,"24,673","7,982",West Virginia,2020
Randolph,"8,673","3,362",West Virginia,2020
Ritchie,"3,649",586,West Virginia,2020
Roane,"4,213","1,455",West Virginia,2020
Summers,"4,074","1,448",West Virginia,2020
Taylor,"5,477","1,796",West Virginia,2020
Tucker,"2,841",938,West Virginia,2020
Tyler,"3,226",631,West Virginia,2020
Upshur,"7,771","2,256",West Virginia,2020
Wayne,"12,585","4,088",West Virginia,2020
Webster,"2,759",610,West Virginia,2020
Wetzel,"4,993","1,539",West Virginia,2020
Wirt,"2,134",466,West Virginia,2020
Wood,"27,202","10,926",West Virginia,2020
Wyoming,"7,353","1,157",West Virginia,2020
Adams,"4,329","7,362",Wisconsin,2020
Ashland,"4,801","3,841",Wisconsin,2020
Barron,"9,194","15,803",Wisconsin,2020
Bayfield,"6,147","4,617",Wisconsin,2020
Brown,"65,511","75,871",Wisconsin,2020
Buffalo,"2,860","4,834",Wisconsin,2020
Burnett,"3,569","6,462",Wisconsin,2020
Calumet,"12,116","18,156",Wisconsin,2020
Chippewa,"13,983","21,317",Wisconsin,2020
Clark,"4,524","10,002",Wisconsin,2020
Columbia,"16,410","16,927",Wisconsin,2020
Crawford,"3,953","4,620",Wisconsin,2020
Dane,"260,185","78,800",Wisconsin,2020
Dodge,"16,356","31,355",Wisconsin,2020
Door,"10,044","9,752",Wisconsin,2020
Douglas,"13,218","10,923",Wisconsin,2020
Dunn,"9,897","13,173",Wisconsin,2020
EauClaire,"31,620","25,341",Wisconsin,2020
Florence,781,"2,133",Wisconsin,2020
FondduLac,"20,588","35,754",Wisconsin,2020
Forest,"1,721","3,285",Wisconsin,2020
Grant,"10,998","14,142",Wisconsin,2020
Green,"10,851","10,169",Wisconsin,2020
GreenLake,"3,344","7,168",Wisconsin,2020
Iowa,"7,828","5,909",Wisconsin,2020
Iron,"1,533","2,438",Wisconsin,2020
Jackson,"4,256","5,791",Wisconsin,2020
Jefferson,"19,904","27,208",Wisconsin,2020
Juneau,"4,746","8,749",Wisconsin,2020
Kenosha,"42,193","44,972",Wisconsin,2020
Kewaunee,"3,976","7,927",Wisconsin,2020
LaCrosse,"37,846","28,684",Wisconsin,2020
Lafayette,"3,647","4,821",Wisconsin,2020
Langlade,"3,704","7,330",Wisconsin,2020
Manitowoc,"16,818","27,218",Wisconsin,2020
Marathon,"30,808","44,624",Wisconsin,2020
Marinette,"7,366","15,304",Wisconsin,2020
Marquette,"3,239","5,719",Wisconsin,2020
Menominee,"1,303",278,Wisconsin,2020
Milwaukee,"317,270","134,357",Wisconsin,2020
Monroe,"8,433","13,775",Wisconsin,2020
Oconto,"6,715","16,226",Wisconsin,2020
Oneida,"10,105","13,671",Wisconsin,2020
Outagamie,"47,667","58,385",Wisconsin,2020
Ozaukee,"26,517","33,912",Wisconsin,2020
Pepin,"1,489","2,584",Wisconsin,2020
Pierce,"9,796","12,815",Wisconsin,2020
Polk,"9,370","16,611",Wisconsin,2020
Portage,"20,428","19,299",Wisconsin,2020
Price,"3,032","5,394",Wisconsin,2020
Racine,"50,159","54,479",Wisconsin,2020
Richland,"3,995","4,871",Wisconsin,2020
Rock,"46,658","37,138",Wisconsin,2020
Rusk,"2,517","5,257",Wisconsin,2020
St.Croix,"23,190","32,199",Wisconsin,2020
Sauk,"18,108","17,493",Wisconsin,2020
Sawyer,"4,498","5,909",Wisconsin,2020
Shawano,"7,131","15,173",Wisconsin,2020
Sheboygan,"27,101","37,609",Wisconsin,2020
Taylor,"2,693","7,657",Wisconsin,2020
Trempealeau,"6,285","8,833",Wisconsin,2020
Vernon,"7,457","8,218",Wisconsin,2020
Vilas,"5,903","9,261",Wisconsin,2020
Walworth,"22,789","33,851",Wisconsin,2020
Washburn,"3,867","6,334",Wisconsin,2020
Washington,"26,650","60,237",Wisconsin,2020
Waukesha,"103,906","159,649",Wisconsin,2020
Waupaca,"9,703","18,952",Wisconsin,2020
Waushara,"4,388","9,016",Wisconsin,2020
Winnebago,"44,060","47,796",Wisconsin,2020
Wood,"16,365","24,308",Wisconsin,2020
Lincoln,"6,261","10,017",Wisconsin,2020
Albany,"8,579","9,092",Wyoming,2020
BigHorn,"4,806",788,Wyoming,2020
Campbell,"16,975","1,935",Wyoming,2020
Carbon,"5,014","1,427",Wyoming,2020
Converse,"5,917",861,Wyoming,2020
Crook,"3,651",378,Wyoming,2020
Fremont,"12,007","5,519",Wyoming,2020
Goshen,"4,878","1,203",Wyoming,2020
HotSprings,"1,999",482,Wyoming,2020
Johnson,"3,881",897,Wyoming,2020
Laramie,"27,891","15,217",Wyoming,2020
Lincoln,"8,643","1,509",Wyoming,2020
Natrona,"25,271","8,530",Wyoming,2020
Niobrara,"1,118",155,Wyoming,2020
Park,"12,813","3,410",Wyoming,2020
Platte,"3,898",890,Wyoming,2020
Sheridan,"11,843","4,043",Wyoming,2020
Sublette,"3,957",882,Wyoming,2020
Sweetwater,"12,229","3,823",Wyoming,2020
Teton,"4,341","9,848",Wyoming,2020
Uinta,"7,496","1,591",Wyoming,2020
Washakie,"3,245",651,Wyoming,2020
Weston,"3,107",360,Wyoming,2020
Apache County,"23,293","11,442",Arizona,2020
Cochise County,"23,732","35,557",Arizona,2020
Coconino County,"44,698","27,052",Arizona,2020
Gila County,"8,943","18,377",Arizona,2020
Graham County,"4,034","10,749",Arizona,2020
Greenlee County,"1,182","2,433",Arizona,2020
La Paz County,"2,236","5,129",Arizona,2020
Maricopa County,"1,040,774","995,665",Arizona,2020
Mohave County,"24,831","78,535",Arizona,2020
Navajo County,"23,383","27,657",Arizona,2020
Pima County,"304,981","207,758",Arizona,2020
Pinal County,"75,106","107,077",Arizona,2020
Santa Cruz County,"13,138","6,194",Arizona,2020
Yavapai County,"49,602","91,527",Arizona,2020
Yuma County,"32,210","36,534",Arizona,2020
